,RandomForest,ExtraTrees,GradientBoosting,HistGradientBoosting,AdaBoost,LinearSVC,SVC,SGD,DecisionTree,XGBoost,LightGBM,CatBoost
danceability,0.11703051913766224,0.10711033431840422,0.15031860307659325,0.1091123911194506,0.0780588884643823,0.15960038868712095,0.0,0.0204318081944707,0.0968265277841033,0.10933619,0.10326086956521739,0.11198882036236973
energy,0.0563454888774324,0.06978820610325875,0.014780687651804918,0.027479695831388602,0.0,0.015229055974990014,0.0,0.014592632649918776,0.025321159468131363,0.02509594,0.06055900621118013,0.03553619356889912
key,0.012960414721173007,0.02859220146211396,0.0011291828975205358,0.004462837108561395,0.0,0.002761911189270096,0.0,0.0015101484507786668,0.00849597148998585,0.016817197,0.017080745341614908,0.0036568714593810617
loudness,0.060314767333347244,0.052177406203956174,0.040413717058037806,0.07083060325102342,0.032050123690220894,0.023385838082629902,0.0,0.4706740096289384,0.04755829775816003,0.048762545,0.09083850931677019,0.06213187055925185
mode,0.00398286992884865,0.01817209301783442,0.0022105930645654557,0.008528560653244623,0.0,0.0440579920861952,0.0,0.00549716132448479,0.0022863494691382166,0.029882846,0.010869565217391304,0.006546380056145567
speechiness,0.10024258037528044,0.08074236657020639,0.13218539271116586,0.1215416107012146,0.13401036126094318,0.04487159877070222,0.0,0.00437871444692447,0.10331145490644993,0.101835586,0.08462732919254658,0.09667832666544662
acousticness,0.14114326695169618,0.1339680141248867,0.15389934374309838,0.18680248512223505,0.18221746350755091,0.15522965072190306,0.0,0.034059555869576,0.12755959207327766,0.120746486,0.10869565217391304,0.1433867217495932
instrumentalness,0.183641821030675,0.19501944634902652,0.27716955246219527,0.19083223684533532,0.25387831889673995,0.26991612449164476,0.0,0.04184828390508195,0.26713927178456304,0.22999874,0.09782608695652174,0.250016748136748
liveness,0.03867762831714967,0.038891121856338605,0.014642469220033223,0.022475065342904006,0.01108517992089476,0.07740311432977548,0.0,0.007474739665622639,0.034311920602336114,0.033883095,0.04114906832298137,0.021245258354549212
valence,0.05863476233578078,0.07315970355486205,0.03133166333938484,0.06097216625595743,0.0,0.13666546163585686,0.0,0.02367235557281179,0.03687468367062874,0.03514877,0.11490683229813664,0.06256941750512757
tempo,0.034549946569273834,0.03880019693081347,0.018264287251101945,0.03135267685930004,0.010223091652353716,0.0006107125619793682,0.0,0.03160158606362298,0.03764159737361086,0.02558632,0.08152173913043478,0.03661291193129644
time_signature,0.007478134696097614,0.018250538020120468,0.003345264568530395,0.005613062754694458,0.0027878193871747467,0.06314737825044774,0.0,0.003362100048852742,0.004838630820126992,0.04262247,0.009316770186335404,0.006220187646974562
chorus_hit,0.026703173721048863,0.029291785235587568,0.005870351143946795,0.01287492393070356,0.0,0.0013669985424555934,0.0,0.31914510429414833,0.040027560777907825,0.02163006,0.05434782608695652,0.01815415564759323
sections,0.03910521966655625,0.047702640071955384,0.009976824902733805,0.008436425431361132,0.027478332334129493,0.005753376726762681,0.0,0.01668275563366093,0.008955896903342381,0.036289636,0.036490683229813664,0.016193113643934862
duration_ms,0.11918940633797788,0.06833394618063543,0.14446206690928742,0.13868525879262578,0.26821042088561026,3.9794826612562435e-07,1.0,0.0050690442511068445,0.15885108511823773,0.122364186,0.08850931677018634,0.12906302271268896
