,RandomForest,ExtraTrees,GradientBoosting,HistGradientBoosting,AdaBoost,LinearSVC,SVC,SGD,DecisionTree,XGBoost,LightGBM,CatBoost
danceability,0.1549402964366871,0.14015716492582134,0.18906442829991868,0.18787255597119165,0.13253738373355073,0.09354588139295282,0.0,0.006685042369161807,0.12417131482358039,0.106576994,0.17005813953488372,0.16352495623393815
energy,0.0607038965608864,0.07738776292868618,0.005608441018744558,0.0184479877365719,0.0,0.02067661969813005,0.0,0.0038132523198266288,0.02688028696149527,0.027798967,0.01308139534883721,0.026427530522489254
key,0.011772814260808387,0.030416591186587617,0.0033313098386750493,0.006701537145983732,0.0,0.1452587581334139,0.0,0.002697950047192041,0.008468215713299948,0.02284398,0.014534883720930232,0.01574005532192059
loudness,0.07148648410288137,0.057836802059475084,0.03411785234602692,0.04683278373831604,0.09907489433521614,0.345625749050632,0.0,0.2076009973672307,0.03249527360452056,0.05222013,0.08575581395348837,0.049068061867394264
mode,0.002863743843366602,0.014932283429934008,0.00045685115426469697,0.0030540065135118933,0.0,0.013732466195545603,0.0,0.0029671178119319744,0.0012732861078740261,0.025031734,0.0029069767441860465,0.011036010641601684
speechiness,0.05430727495295663,0.0410133279541409,0.05803104045512858,0.05592566743216311,0.03625813196611805,0.0054402052019659405,0.0,0.00019827205716514815,0.06083986052237298,0.05526155,0.11046511627906977,0.061914325096567815
acousticness,0.13919769295560827,0.1432880395352725,0.1626242427886464,0.20207538999520294,0.13370793277947818,0.07345266095841811,0.0,0.013411551010115902,0.14389890174697728,0.11018541,0.15843023255813954,0.15648078929875103
instrumentalness,0.18124363390800124,0.18378845868207214,0.27738124328956637,0.2009422297407944,0.2532942751626463,0.11078745675742326,0.0,0.013883438152751235,0.28123058910959575,0.25599366,0.15843023255813954,0.2110458596861252
liveness,0.02715830006162826,0.03706389675773161,0.013132699524525443,0.014755274845468512,0.01595055225286839,0.01924430345850985,0.0,0.002477348737670886,0.023442872331259405,0.026995383,0.0377906976744186,0.025954233789093215
valence,0.041821921716855615,0.056127195237676106,0.018565114466986398,0.04925712699120015,0.014242195191474223,0.04632554504684857,0.0,0.002858013262904012,0.0343256735903444,0.038445476,0.059593023255813955,0.05864566535665982
tempo,0.024088817341973216,0.035839497668425827,0.005343737149578423,0.017418320186589942,0.0,0.002152198327123958,0.0,0.46910258763695306,0.03256057427941438,0.022030963,0.015988372093023256,0.024058974126853722
time_signature,0.0042649839030934845,0.012098167654853758,0.0,0.0,0.0,0.1101293752560342,0.0,0.007928858755894008,0.0,0.027621688,0.0,0.004673970158206779
chorus_hit,0.01862341196144442,0.03026406665206176,0.001312075219129568,0.011477977995727362,0.0,0.005917508403648977,0.0,0.22668464276288122,0.017075344626743164,0.020609878,0.00872093023255814,0.011771592387987096
sections,0.04016402340241575,0.05003712918037123,0.0016778679145109296,0.0029148168105749624,0.0,0.0077033831407530865,0.0,0.01325630787869997,0.0048685642063290985,0.020457331,0.00436046511627907,0.008248306223369422
duration_ms,0.16736270459139324,0.08974961614688998,0.22935309653429792,0.18232432489670328,0.314934634578648,7.8889785997128e-06,1.0,0.026434619829621368,0.2084692423761933,0.18792689,0.15988372093023256,0.1714096692890419
