,RandomForest,ExtraTrees,GradientBoosting,HistGradientBoosting,AdaBoost,LinearSVC,SVC,SGD,GaussianNB,DecisionTree,XGBoost,LightGBM
danceability,0.10180126074262764,0.1091208805595217,0.150265324831442,0.1091123911194506,0.0780588884643823,0.1596334028099746,0.0,0.019421853388545695,-0.00017853442405517923,0.09225169629349053,0.07830109,0.12078239608801956
energy,0.06675186203186789,0.062475828584668616,0.014780687651803038,0.027479695831388602,0.0,0.015322888743816718,0.0,0.012190324460006612,0.0003192242995727124,0.02377318141879201,0.037508696,0.05819070904645477
key,0.022908646733703728,0.02868437277989071,0.0011261875097637337,0.004462837108561395,0.0,0.0027562862883445754,0.0,0.0019617377438093933,-0.003452145140871276,0.007641033005284923,0.030232277,0.019315403422982887
loudness,0.06507069812843053,0.05249951338729024,0.040417145435054314,0.07083060325102342,0.032050123690220894,0.023291057793950853,0.0,0.4223611047991425,0.26019522232669423,0.04910684282957705,0.047224246,0.08557457212713937
mode,0.005822398810695259,0.01802157929012514,0.0022105930645661648,0.008528560653244623,0.0,0.04400589470254376,0.0,0.005607770078844192,0.0,0.001609238799734681,0.038098298,0.009779951100244499
speechiness,0.09637661472486929,0.08011949224762517,0.13218046531700484,0.1215416107012146,0.13401036126094318,0.04491649476044179,0.0,0.003148212474518814,0.0,0.10247818951351116,0.09158762,0.0921760391198044
acousticness,0.12451962186395354,0.1470335374700724,0.15389949466652084,0.18680248512223505,0.18221746350755091,0.15530592283334693,0.0,0.029177728593085376,0.0002815743264435364,0.12836502231019215,0.10057455,0.10537897310513447
instrumentalness,0.15052686422187178,0.19639201030015563,0.27716955246220076,0.19083223684533532,0.25387831889673995,0.270061594152082,0.0,0.03780460546680526,0.0014555941460414371,0.27176728874103545,0.22921634,0.09559902200488997
liveness,0.05048740260987954,0.038182162127442715,0.014544984287736701,0.022475065342904006,0.01108517992089476,0.07747303305965786,0.0,0.007288127542637986,-0.00035698758528711474,0.032923078238817224,0.037818756,0.05550122249388753
valence,0.0647452973549168,0.07154197517390132,0.031484113741050694,0.06097216625595743,0.0,0.13664858587131573,0.0,0.022205862242474797,0.000600863855555122,0.03908005187096491,0.049073905,0.10880195599022005
tempo,0.05189431491173024,0.03714284558311922,0.018264287251104707,0.03135267685930004,0.010223091652353716,0.0006078380376211586,0.0,0.009583131426247064,0.037184994179003256,0.034308121881857334,0.035525076,0.06968215158924206
time_signature,0.006733018587356333,0.018148797973053302,0.0033452645685303688,0.005613062754694458,0.0027878193871747467,0.06284607289765613,0.0,0.003130968879296624,0.0,0.004909698834099371,0.043643612,0.005134474327628362
chorus_hit,0.043216264258909926,0.029401049437788186,0.005870351143946573,0.01287492393070356,0.0,0.0013622040466529668,0.0,0.3313943447504839,0.016516495995814146,0.041195353051197765,0.032351837,0.0569682151589242
sections,0.03904656320077042,0.0458160684683596,0.009982115091785546,0.008436425431361132,0.027478332334129493,0.005768326088042992,0.0,0.01179564558365951,0.0626276153984235,0.008504005760191918,0.040242944,0.029095354523227385
duration_ms,0.11009917181841708,0.06541988661698604,0.1444594329774897,0.13868525879262578,0.26821042088561026,3.97914551863214e-07,1.0,0.08292858257044211,0.6248060826226657,0.1620871974512535,0.108600765,0.08801955990220049
