,RandomForest,ExtraTrees,GradientBoosting,HistGradientBoosting,AdaBoost,LinearSVC,SVC,SGD,DecisionTree,XGBoost,LightGBM,CatBoost
danceability,0.0962842060007283,0.10155936084225098,0.06488419822010542,0.10377522673675678,0.16409563559971022,0.06488647220707416,0.0,0.007747020229729275,0.061102340947657194,0.05270011,0.1196717574652382,0.11076846667325688
energy,0.09004013991381664,0.10428410830592248,0.08909796618111655,0.13524932871265397,0.1324643926956576,0.005341537925973653,0.0,0.0027769102239758848,0.08881990436686447,0.07424518,0.09528151356279918,0.1503720864427061
key,0.02029122050703128,0.03029984762719909,0.0008585565038968882,0.005475351053906316,0.0,0.08992498706417593,0.0,0.028304439259526117,0.014681749481900258,0.01868299,0.028037383177570093,0.010280965640951295
loudness,0.10323797290457831,0.07904657365892004,0.048666009628652265,0.1568766940475606,0.06348324521077255,0.3725073123386894,0.0,0.09726204765672909,0.05731991883431028,0.051499918,0.08707545019375428,0.09392719634053294
mode,0.004465598839654454,0.013337583286043078,0.00029637102763082,0.001683788757476634,0.0,0.02429813838897524,0.0,0.0027304784677848622,0.0015653823571165557,0.023361208,0.00501481650330522,0.009268488343272242
speechiness,0.043950669005150864,0.038413573823322784,0.013488938180110089,0.023278022694037056,0.0,0.006785914214433176,0.0,0.0,0.0258546285073157,0.029273378,0.07453840893549123,0.02945692332495267
acousticness,0.1014624855331932,0.07284664234845546,0.03699012065717505,0.08780930009124223,0.19411228012022916,0.007995245293042833,0.0,0.001661980954348124,0.03899256973460169,0.050110463,0.0893549122407112,0.0817352755556738
instrumentalness,0.2769766384511453,0.2894937542429553,0.6527975606896863,0.32064633055182795,0.3779770007116903,0.09792213520638504,0.0,0.01123059074015584,0.5546489507384154,0.4914038,0.13722361522680648,0.284047949750807
liveness,0.034100220919348376,0.033991221004307896,0.0056626128412632475,0.009960848299659547,0.0,0.007465857710143867,0.0,0.0,0.023706817458928595,0.020531856,0.05835422840209711,0.01844726007357913
valence,0.06281047864025874,0.06428127111423981,0.04337454613681029,0.07082885135258077,0.01769929714115945,0.034316473884553174,0.0,0.004664613520979459,0.041095123850598436,0.047067117,0.08889901983131981,0.07205493736464168
tempo,0.03666475521587676,0.0323405545414422,0.00759230570120016,0.01774281235601586,0.0,0.018608316460064202,0.0,0.7474718882564619,0.012714127034197184,0.023497332,0.06587645315705494,0.0257907169420002
time_signature,0.00747937470421041,0.015116736877792141,0.0030396303205668554,0.007681812446619211,0.0,0.12090152025681529,0.0,0.02378734070662187,0.0014658557081519954,0.04171678,0.00888990198313198,0.01627054583727477
chorus_hit,0.03343267218129206,0.030839493342996457,0.001960564489369424,0.006491828187282165,0.0,0.009405405508215557,0.0,0.04971876088328312,0.02796873673707386,0.018199477,0.04946432641896512,0.012944211438840725
sections,0.025189789975336288,0.03550509717371304,0.0010808251069282266,0.0037092548027545134,0.0,0.1396298521409792,0.0,0.022218441824637194,0.009033815706867745,0.015112017,0.022110781855482105,0.013819432866660285
duration_ms,0.06361377720837902,0.05864418181043929,0.030209794315488488,0.048790549909626536,0.05016814852078055,1.0831400479304396e-05,1.0,0.00042548727576722454,0.04103007853600081,0.042598255,0.07020743104627308,0.07081554340485008
